item_upc,brand_name,item_name,item_size,box_size,frequency
78742372310,Great Value,Sour Cream,16 oz,24,10
78742114330,Great Value,Purified Drinking Water,16.9 fl oz,24,10
78742369686,Great Value,Pineapple Slices,20 oz,24,10
78742074047,Great Value,Classic Alfredo Pasta Sauce,16 oz,24,10
78742006451,Great Value,All Natural Dried Cranberries,24 oz,24,10
78742434223,Great Value,All Natural Pizza Sauce,14 oz,24,10
78742122427,Great Value,Less Sodium Soy Sauce,15 fl oz,24,10
78742370606,Great Value,Pear Halves,15oz 425g,24,10
78742351933,Great Value,Spring Water,1 gal (3.78l),24,10
78742131870,Great Value,Soy Sauce,15oz (444ml),24,10
78742058375,Great Value,Vanilla Instant Pudding & Pie Filling,3.4 oz (96g),24,10
78742371825,Great Value,Brown Gravy Mix,.87 OZ (24g),24,10
78742073637,Great Value,Sandwich Bags,100 bags,24,10
78742237053,Great Value,Red Sugar Crystals,2.25 oz (63.8g),24,10
78742087290,Great Value,Chocolate Dessert Sprinkles,1.75 oz (49.6g),24,10
78742102924,Great Value,Green Sugar Crystals,2.25 oz (63.8g),24,10
78742090450,Great Value,Pink Sugar Crystals,2.25 oz (63.8g),24,10
78742323398,Great Value,Yellow Sugar Crystals,2.25 oz (63.8g),24,10
78742059716,Great Value,Chewy Granola Bars Chocolate Chunk,24 bars,24,10
78742433394,Great Value,Gelatin Strawberry,3 oz,24,10
78742040370,Great Value,Drinking Water,16.9 oz,24,10
78742369556,Great Vaulue,Tomato Paste,6 oz,24,10
20000163611,Green Giant,Garden Vegetable Medley,8 oz,24,10
20000103969,Green Giant,Cut Green Beans   50% Less Sodium,14.5 oz,24,10
20000100395,Green Giant,Asparagus Spears,15 oz,24,10
20000111674,Green Giant,Kitchen Sliced Green Beans,14.5 oz,24,10
20000111971,Green Giant,Cut Green Beans,14.5 oz,24,10
20000104539,Green Giant,Mexicorn,11 oz,24,10
20000414676,Green Giant,Mixed Vegetables,25 oz,24,10
20000125664,Green Giant,Green Bean Casserole,9.00 oz,24,10
20000414669,Green Giant,Broccoli Cuts,25 oz,24,10
41271021363,Green Mountain Coffee,Espresso Roast Iced Latte,48 fl oz,24,10
52100634753,Grill Mates,Pork Rub,3.46 oz,24,10
33383666044,Grimmway Farms,Cut & Peeled Baby Carrots,32 oz,24,10
78783508020,Grimmway Farms,Carroteenies,1.6 oz (45 g),24,10
70942304443,GUM,ComfortSlide Flossers,90pcs,24,10
21273100129,Gunter's,Pure Honey,12 oz,24,10
41220949069,H.E.B.,Ode To Olives,6 oz,24,10
41220912575,H.E.B.,Black Beans With Lime & Jalapenos,15 oz,24,10
41220838950,H.E.B.,Creamy Creations Orange Sherbet/Sorbete Orange,One Quart,24,10
41220945405,H.E.B.,Peanuts roasted and salted,35oz 992g,24,10
41220543922,H.E.B.,Sweetener Sucralose,9.7oz (275g),24,10
41220860289,H.E.B.,Quench Avalanche,20fl oz 591ml,24,10
41220801213,H.E.B.,Quench Orange,20fl oz 591ml,24,10
41220448074,H.E.B.,Diet Caffeine Free  Original Cola,2 Liter,24,10
41220992577,H.E.B.,Ground Turkey,16 oz (454g),24,10
41220007677,H.E.B.,Easy Melt Cheese Loaf,32 oz (907g),24,10
41220985777,H.E.B.,Honey Mustard,12oz (340g),24,10
41220985685,H.E.B.,Yellow Mustard,8 oz (227g),24,10
41220069101,H.E.B.,Grated Parmesan Cheese,8 oz (227g),24,10
41220248971,H.E.B.,Barbeque Sauce Carolina,14 oz (396g),24,10
41220629152,H.E.B.,Maraschino Cherries with Stems,10 oz (284g),24,10
41220629169,H.E.B.,Maraschino Cherries,16 oz (454g),24,10
41220920044,H.E.B.,Spreadable Butter with Canola Oil,15oz 425g,24,10
41220063802,H.E.B.,Marinara Pasta Sauce,24 oz (680g),24,10
41220192236,H.E.B.,Pesto Specialty Series Basil,10 oz (284g),24,10
41220248988,H.E.B.,Barbeque Sauce Memphis,14 oz (396g),24,10
41220896226,H.E.B.,Sure Comfort Ultra Thin pads,16 pads,24,10
41220297245,H.E.B.,Heavy Whipping Cream,8 fl oz (236ml),24,10
41220266937,H.E.B.,Iodized Salt,26 oz (737),24,10
41220006731,H.E.B.,Isopropyl Alcohol 91%,16 fl oz (473ml),24,10
41220520770,H.E.B.,Chile Con Queso Dip,16 oz (454g),24,10
41220450145,H.E.B.,French Onion Dip,16 oz (454g),24,10
41220838912,H.E.B.,Cottage Cheese,16 oz (454g),24,10
41220686896,H.E.B.,Large Crud Cottage Cheese,24 oz (680g),24,10
41220520763,H.E.B.,Regular Sour Cream,24 oz (680g),24,10
41220666317,H.E.B.,Fat Free Cottage Cheese,24 oz (680g),24,10
41220202096,H.E.B.,Regular Whipped Cream Cheese Spread,8 oz (227g),24,10
41220856091,H.E.B.,You'd Think It's Butter,15oz 425g,24,10
41220907328,H.E.B.,Roasted Garlic Hummus,16 oz (453g),24,10
41220105557,H.E.B.,Light Sour Cream,8 oz (227g),24,10
41220838981,H.E.B.,Creamy Creations Fruit Punch Sherbet - Sorbete,One Quart (946ml),24,10
41220006922,H.E.B.,Witch Hazel,16 fl oz (473ml),24,10
41220804535,H.E.B.,Hot Cocoa Mix Milk Chocolate,10 oz (284g),24,10
41220248513,H.E.B.,Extra Wide Egg Noodles,16 oz (454g),24,10
41220520152,H.E.B.,Creamy Creations Jumbo Ice Cream Cups,12 cups,24,10
41220790982,H.E.B.,Cotton Swabs with paper sticks,375 count,24,10
41220925827,H.E.B.,Antacid Extra Strength - 750mg Assorted Berry,200 tablets,24,10
41220184637,H.E.B.,Antihistamine Allergy 25mg,100 minitabs,24,10
41220940769,H.E.B.,Our Finest Super Premium Bath Tissue Ultra Soft,16 rolls,24,10
41220804016,H.E.B.,Bean and Cheese Dip,9 oz (255g),24,10
75725211406,Halstead Acres,Cut Okra,16 oz,24,10
75725211505,Halstead Acres,Whole Okra,16 oz,24,10
16000283831,Hamburger Helper,Four Cheese Lasagna,5.5 oz,24,10
16000277175,Hamburger Helper,Pasta & Seasoned Sauce Mix Sloppy Joe,6.7 oz,24,10
16000159754,Hamburger Helper,Stroganoff,5.6 oz,24,10
16000461727,Hamburger Helper,Four Cheese Lasagna,10.3 oz (292g),24,10
43935682415,Hanes,Tagless(R) Boxer Briefs,5 per package,24,10
41268140794,Hannaford,100% Parmesan & Romano Grated Cheese Blend,8 oz,24,10
11152851716,Hapi Snacks,Hot Wasabi Peas,9.9 oz,24,10
41498173142,Happy Farms,Whipped Cream Cheese Spread,8 oz (227g),24,10
41498115005,Happy Harvest,Whole Kernel Sweet Corn,15.25 oz,24,10
41498120511,Happy Harvest,Cut Green Beans,14.5 oz,24,10
41498117801,Happy Harvest,Tomato Sauce,8 oz,24,10
41498120658,Happy Harvest,Sweet Peas,15 oz,24,10
41498120696,Happy Harvest,Sliced Carrots,14.5 oz,24,10
41498113506,Happy Harvest,Mushrooms Pieces & Stems,4 oz,24,10
41498116101,Happy Harvest,Diced Tomatoes,14.5 oz,24,10
41498117603,Happy Harvest,Tomato Paste,6 oz,24,10
41498156749,Happy Harvest,Crushed Tomatoes,28 oz (794g),24,10
41498129156,Happy Harvest,Asparagus Spears extra long hand selected,15oz 425g,24,10
41498120771,Happy Harvest,Mixed Vegetables,15 Oz,24,10
72036360601,Harris Teeter,Distilled Water,1 GAL (3.79 L),24,10
41196404821,Harvest Hill,Red Velvet Pancake Mix,10 oz,24,10
14800646085,Hawaiian Punch,Fruit Juicy Red,1 gal,24,10
37000061991,Head & Shoulders,Dry Scalp Care Shampoo,13.5 FL OZ (400 mL),24,10
37000143086,Head & Shoulders,Dry Scalp Care Conditioner,13.5 FL OZ (400 mL),24,10
73905282017,Heet,Gas Line Antifreeze & Water Remover,12 fl oz,24,10
13700814174,Hefty,Gallon Storage Slider Bags,3.78 L,24,10
13000001335,Heinz,Tomato Ketchup,36 oz,24,10
13000798204,Heinz,Homestyle Gravy Classic Chicken,12 oz,24,10
13000004664,Heinz,Tomato Ketchup,38 oz (2 lb 6 oz) 1.07 kg,24,10
13000006057,Heinz,Tomato Ketchup,32 oz,24,10
13000001212,Heinz,Tomato Ketchup,64 oz,24,10
13000001359,Heinz,Tomato Ketchup,12 oz,24,10
13000002851,Heinz,Worcestershire Sauce,5 fl oz (148ml),24,10
13000006408,Heinz,Tomato Ketchup,570g,24,10
13000007542,Heinz,Distilled White Vinegar,3.785L,24,10
48001213586,Hellmann's,Light Mayonnaise,30 fl oz,24,10
33600000316,Herb Ox,Chicken Bouillon Instant Broth And Seasoning,1.13 oz,24,10
72600009288,Herr's Potato Chips,Herr's Barbeque Potato Chips,10 oz,24,10
34000502349,Hershey,Twizzlers Twists,12.4 oz,24,10
34000003129,Hershey's,Chocolate Syrup,24 oz,24,10
34000053001,Hershey's,Special Dark Cocoa,8 oz,24,10
34000120987,Hershey's,Kisses,11 oz,24,10
34000129898,Hershey's,Kisses Filled With Mint Truffle,8 oz,24,10
34000058006,Hershey's,Natural Unsweetened Cocoa,23 oz,24,10
34000144037,Hershey's,Milk Chocolate Chips,36 oz,24,10
34000003662,Hershey's,Caramel Syrup,22 oz (623g),24,10
34000001859,Hershey's,Syrup Special Dark,22 oz,24,10
71100210699,Hidden Valley,Savory Blue Cheese Dressing,16 fl oz,24,10
41220239818,Hill Country Fare,Butter Rich Syrup,24 fl oz,24,10
41220064724,Hill Country Fare,Large 1 1/2 Dozen Grade A Eggs,18 count,24,10
41220789856,Hill Country Fare,Wheat Bread,24 oz (680g),24,10
41220989744,Hill Country Fare,Italian Dressing,24 fl oz (710ml),24,10
41220166169,Hill Country Fare,Diced Green Chiles mild,7 oz (198g),24,10
41220650095,Hill Country Fare,Tomato Ketchup,24 oz (680g),24,10
41220171859,Hill Country Fare,Cherry Gelatin Dessert,.44 oz (12.5g),24,10
41220907267,Hill Country Fare,Seasoning Salt,14 oz (396g),24,10
41220907236,Hill Country Fare,Ground Comino,1.25 oz (35g),24,10
41220089703,Hill Country Fare,Quick Oatmeal,42 oz 1.19kg,24,10
41220907021,Hill Country Fare,Chopped Onions,6 oz (170g),24,10
41220907304,Hill Country Fare,Ground Black Pepper,7 oz (198g),24,10
41220229710,Hill Country Fare,Light Corn Syrup,16 fl oz (473ml),24,10
41220907281,Hill Country Fare,Garlic Salt,18 oz (510g),24,10
41220667895,Hill Country Fare,Reduced Fat Milk 2%,1 gal (3.78l),24,10
41220464357,Hill Country Fare,Shredded Cheddar,32 oz (907g),24,10
41220980192,Hill Country Fare,Boneless Skinless Chicken Breasts,5 lbs (2.27kg),24,10
41220655472,Hill Country Fare,Everyday Paper Plates,80 plates,24,10
41220031672,Hill Country Fare,Macaroni Salad,48 oz (1.36k),24,10
41220031658,Hill Country Fare,Mustard Potato Salad,48 oz (1.36k),24,10
41220922154,Hill Country Fare,Cookies and Cream Ice Cream,56 fl oz (1.65l),24,10
44500201703,Hillshire Farm Deli Select,Hard Salami Ultra Thin,7 oz (198 g),24,10
44500976489,Hillshire Farms,Honey Ham,9 oz,24,10
11152085081,Hime,Japanese Udon Noodles,28.21 oz,24,10
89540167619,Hiram Walker,Blue Curacao Cocktail Mixer,750ml,24,10
72412000329,Holland House,Red Wine Vinegar,12 oz,24,10
45100060295,Homekist,Family Size Duplex Creme,709g,24,10
44000004637,Honey Maid,Grahams,14.4 oz,24,10
44000005979,Honey Maid,Teddy Grahams,10 oz,24,10
44000032135,Honey Maid,Teddy Grahams Honey,2.75 oz,24,10
92926999001,Honeywell,Power Air Circulator,1 Fan,24,10
44100604447,Hood,Under The Stars Churned Light Ice Cream,1.5qt,24,10
37600083973,Hormel,White Chicken Chili,15 oz,24,10
37600495479,Hormel,Compleats Homestyle Chicken & Rice,10 oz,24,10
37600293389,Hormel,Chunky Chili With Beans,15 oz,24,10
37600083980,Hormel,Chipotle Chicken Chili,15 oz,24,10
37600482523,Hormel,Compleats Homestyle Beef Tips & Mashed Potatoes,10 oz,24,10
37600111492,Hormel,Kid's Kitchen Cheezy Man N' Cheese,7 1/2 oz,24,10
37600000611,Hormel,Pigs Feet,9 oz,24,10
37600121149,Hormel,pepperoni,6 OZ,24,10
42100054163,Hot Shot,Flying Insect Killer,15 oz,24,10
41379355766,Hudson,Whole Kernel Golden Sweet Corn (No Salt Added),15 oz,24,10
51500009567,Hungry Jack,Original Syrup,27.6 fl oz,24,10
11140104213,Hungry Jack,Cheesy Scalloped Potatoes,6.1 oz,24,10
51000062765,Hungry Man,Boneless Fried Chicken,16 oz,24,10
27000500118,Hunt's,Pasta Sauce Garlic & Herb,24 oz,24,10
27000378823,Hunt's,Diced Tomatoes,28.00 oz,24,10
27000390610,Hunts,Tomato Sauce,6 lb 9 oz,24,10
27000383582,Hunts,Tomato Ketchup,35 oz,24,10
27000378441,Hunts,Diced Tomatoes With Rosemary & Oregano,14.5 oz,24,10
27000380406,Hunts,Diced Tomatoes,14.5 oz,24,10
50700551913,Hy Top,Chunk Light Tuna Packed In Water,5 oz,24,10
50700213620,Hy Top,Yellow Mustard,20 oz,24,10
50700074795,Hy Top,Ketchup,36 oz,24,10
50700268170,Hy Top,Mini Marshmallows,16 oz,24,10
50700258881,Hy Top,Macaroni & Cheese Dinner,7.25 oz,24,10
50700261058,Hy Top,"Mushrooms, Pieces & Stems",4 oz,24,10
50700277950,Hy Top,Garbanzo Beans,15 oz,24,10
50700056166,Hy Top,"Diced Tomatoes, Italian Style",14.5 oz,24,10
50700092201,Hy Top,"Stewed Tomatoes, Italian Style",14.5 oz,24,10
50700252971,Hy Top,"Saltines, Unsalted Tops",16 oz,24,10
75450056716,Hy Vee,Instant Coffee,4 oz,24,10
75450047103,Hy Vee,California Garlic & Sea Salt,8.8 oz,24,10
84417101345,Hygienic,Sortkwik,1-3/4 oz,24,10
19014612604,Iams,Proactive Health Mature Adult Hairball Care,5 lb,24,10
19014143047,Iams,IAMS CAT SENIOR BAG,64 oz,24,10
75669106219,Iberia,Small Red Beans,16 oz,24,10
75669105618,Iberia,Black Beans,16 oz,24,10
83046000135,Ice Mountain,[Water Bottle] - 100% Natural Spring Water,"500 mL (1 PT, 0.9 FL OZ) (16.9 FL OZ)",24,10
73538263933,Icelandic,All Natural Wild Caught Cod,40 oz,24,10
29700001667,Idahoan,Au Gratin,3.95 oz,24,10
29700321413,Idahoan,Mircowavable Buttery Homestyle Mashed Potatos,1.5 oz,24,10
29700001452,Idahoan,Four Cheese Mashed Potatoes,4 oz,24,10
29700001230,Idahoan,Original Mashed Potatoes,26.2 oz,24,10
29700001483,Idahoan,Loaded Baked Flavored Mashed Potatoes,4 oz,24,10
29700001216,Idahoan,Original Mashed Potatoes,28 oz (794g),24,10
41270821087,Iga,Lasagna,1 lb,24,10
41270042277,Iga,Classic Roast Ground Coffee,34.5 oz,24,10
11152071817,Imperial Dragon,Coconut Milk,13.5 fl oz,24,10
41760097060,Indian Summer,Natural Apple Sauce,50 oz,24,10
89686010046,Indomie,Rasa Ayam Special,68g,24,10
89686171907,Indomie,Mi Goreng Barbecue Chicken Flavour,85 grams,24,10
76808521801,Inner Armour,Mass Peak,6.6 lb,24,10
40100002849,Inner Armour,Mass Peak,6.6 lb,24,10
41271025910,International Delight,Hazelnut Coffee Creamer Singles,10.5 fl oz,24,10
89121288122,J. Lohr,Seven Oaks Paso Robles Cabernet Sauvignon,750 ml,24,10
13000009652,Jack Daniels,Hickory Brown Sugar Barbecue Sauce,19 oz,24,10
13000009683,Jack Daniels,Honey Smokehouse Barbecue Sauce,28oz,24,10
82184035016,Jack Daniels,Gentleman Jack,0.2,24,10
17082460356,Jack Link's Premium Cuts,Turkey Jerky,7 oz,24,10
43000205518,Jell-O,Chocolate Pudding,1.4 oz,24,10
43000200087,Jell-O,Black Cherry Gelatin Dessert,3 oz,24,10
43000204726,Jell-O,Vanilla Instant Pudding,5.1 oz,24,10
43000200063,Jell-O,Lime,3 oz,24,10
43000200056,Jell-O,Gelatin Dessert Lemon,3 oz,24,10
43000204337,Jell-O,Vanilla I Nstant Pudding,3.4 oz,24,10
43000204719,Jell-O,Chocolate Instant Pudding,5.9 oz,24,10
43000200018,Jell-O,Strawberry Gelatin Dessert,3 oz,24,10
43000201367,Jell-O,Lemon Sugar Free,0.30 oz,24,10
43000201404,Jell-O,Strawberry Sugar Free,0.30 oz,24,10
43000200070,Jell-O,Cranberry Gelatin Dessert,3 oz (85g),24,10
43000018804,Jell-O,Tropical Fussion Gelatin Dessert,3 oz (85g),24,10
43000200292,Jell-O,Watermelon Gelatin Dessert,3 oz (85g),24,10
43000208120,Jell-O,Cheesecake Instant Reduced Calory Pudding & Pie Filling,1 oz (28g),24,10
43000206546,Jell-O,Coconut Cream Pudding,3 oz,24,10
43000204450,Jell-O,Pistachio Instant Pudding,3.4 oz,24,10
43000200513,Jell-O,Gelatin Strawberry,6 oz,24,10
43000200544,Jell-O,Gelatin Orange,6 oz,24,10
43000200049,Jell-O,Gelatin Orange,3 oz,24,10
43000201190,Jell-O,Berry Blue,6 oz,24,10
43000208106,Jell-O,Cook & Serve Chocolate,1.3 oz,24,10
43000200537,Jell-O,"Gelatin Desert, Cherry",6 oz,24,10
71567956581,Jelly Belly,40 Flavors,9 oz,24,10
19100109988,Jergens,Ultra Healing Extra Dry Skin Moisturizer,10 fl oz,24,10
19100187962,Jergens,Natural Glow,7.5 fl oz/ 221 ml,24,10
19100061354,Jergens Original Scent,Cherry Almond Moisturizer,36 fl oz,24,10
19100112476,Jergens Original Scent,Cherry Almond Moisturizer,26.5 fl oz,24,10
51500241776,Jif,Creamy Peanut Butter,28 oz,24,10
51500241547,Jif,Chocolate Hazelnut Spread,14.1 oz,24,10
51500255162,Jif,Peanut Butter,16 oz,24,10
51500720011,Jif,Creamy Peanut Butter,40 oz,24,10
51500255186,Jif,Reduced Fat Creamy (Peanut Butter),16 OZ (1 LB) 454 g,24,10
72486002403,Jiffy,Blueberry Muffin Mix,198g,24,10
72486002205,Jiffy,Corn Muffin Mix,8.5 oz,24,10
72486002601,Jiffy,Raspberry Muffin Mix,7 oz,24,10
72486001307,Jiffy,Pizza Crust Mix,6.5 oz (184g),24,10
77900192463,Jimmy Dean,Original Pork Sausage Patties,9.6 oz,24,10
77900365201,Jimmy Dean,Heat 'n Serve Original Sausage Patties,23.9 oz,24,10
11284003021,Jj's Bakery,Cherry Pie,4 oz,24,10
81689031325,JJA Jang Kuk Soo,Oriental Style Noodle,48 oz,24,10
70100016669,John Morrell,Rath Black Hawk Hot Dogs,12oz (340g),24,10
70381030217,Johnny's,Garlic Spread And Seasoning,3 oz,24,10
70381100200,Johnny's,Seasoning Salt With Tenderizer,4-3/4 oz,24,10
46688400015,Jolen,Creme Bleach - Lightens Excess Dark Hair,4oz,24,10
10700518408,Jolly Rancher,Jelly Beans - original flavors,14 oz (396 g),24,10
78742230528,Jolly Time,Healthy Pop Crispy White Popcorn,9 oz,24,10
28190007814,Jolly Time,Healthy Pop Butter Popcorn,9 oz,24,10
28190007807,Jolly Time,Homemade Classic Stovetop Flavor Popcorn,9 oz,24,10
28190007791,Jolly Time,THE BIG CHEEZ ULTIMATE CHEDDAR,99g,24,10
28190007593,Jolly Time,Blast OButter Ultimate theatar style,99g,24,10
28190007876,Jolly Time,Butter Licious,99g,24,10
72092024240,Joy,Ice Cream Cups,3.5 oz,24,10
78073004997,Just Stupid,Andy Griffiths,145 pages,24,10
18627510031,Kashi,Heart To Heart Oat Flakes & Blueberry Clusters,13.4 oz,24,10
18627407249,Kashi,Go Lean Crisp!,15 oz,24,10
18627414469,Kashi,Toasted Asiago Snack Crackers,9 oz,24,10
75725119528,Kaskey's,Chicken Broth,14.5 oz,24,10
30100591115,Keebler,Peanut Butter & Fudge Filled Pretzel Bites,6 oz,24,10
30100100553,Keebler,Town House Crackers,13.8 oz,24,10
30100033196,Keebler,Fudge Stripe Cookies,11.5 oz,24,10
30100540960,Keebler,"Chips Deluxe Cookies, Rainbow",14.5 oz,24,10
30100303541,Keebler,Club Crackers,16 oz,24,10
30100784678,Keebler,Town House Pita Oven Baked Crackers Mediterranean Herb,9.5 oz,24,10
30100350538,Keebler,Town House Flip Sides Pretzel Crackers,11.7 oz,24,10
30100300151,Keebler,Ice Cream Cups,3 oz,24,10
30100030126,Keebler,Club Crackers,16 oz,24,10
30100001331,Keebler,Zesta Original Saltine Crackers,16 oz,24,10
78913170370,Keebler,Ready Crust Chocolate,6 oz (170g),24,10
30100473244,Keebler,Cheese & Peanut Butter Sandwich Crackers,8 packs,24,10
30100545101,Keebler,Club & Cheddar Sandwich Crackers,39,24,10
38000734441,Kellogg's,Frosted Mini Wheats,18 oz,24,10
38000576300,Kellogg's,Frosted Mini Wheats Maple Brown Sugar,15.5 oz,24,10
38000405006,Kellogg's,Eggo Waffles Chocolate Chip,12.3 oz,24,10
38000570773,Kellogg's,Krave,11 oz,24,10
38000589263,Kellogg's,Jake And The Never Land Pirates,8 oz,24,10
38000357008,Kellogg's,Blueberry Nutri Grain Cereal Bars,10.4 oz,24,10
38000558351,Kellogg's,Corn Pops,15 oz,24,10
38000402906,Kellogg's,Eggo Waffles,12.3 oz,24,10
38000731099,Kellogg's,Special K Granola Bars,4.4 oz,24,10
38000516993,Kellogg's,Frosted Pumpkin Pie Pop Tarts,21.1 oz,24,10
70650800138,Kellogg's,Special K Multi Grain Crackers,8 oz,24,10
38000935282,Kellogg's,Nutri Grain Cereal Bars,11.7 oz,24,10
38000310102,Kellogg's,Frosted Blueberry Poptarts,14.7 oz,24,10
38000318290,Kellogg's,Frosted Mini Wheats,18 oz,24,10
38000317200,Kellogg's,Frosted Strawberry Pop Tarts,22 oz,24,10
38000016110,Kellogg's,Special K Original,12 oz,24,10
38000311109,Kellogg's,Brown Sugar Cinnamon Frosted Pop Tarts,14 oz,24,10
38000937743,Kellogg's,Frosted Mini Wheats Original,36 oz,24,10
38000008610,Kellogg's,Raisin Brand,1.25 oz,24,10
38000016615,Kellogg's,Special K,0.63 oz,24,10
38000001109,Kellogg's,Corn Flakes,12oz (340g),24,10
38000124891,Kellogg's,Special K Red Berries,43 oz,24,10
38000045301,Kellogg's,Cracklin' Oat Bran,17 oz (1 lb 1 oz) (482 g),24,10
41483036773,Kemp's,Mini Ice Cream Sandwiches,36 fl oz,24,10
41335334255,Ken's,Lite Creamy Caesar Dressing,16 fl oz,24,10
41335012122,Ken's Steak House Dressing,Italian With Aged Romano Dressing,16 fl oz,24,10
10986002226,Kenwood Vineyards,2009 Sonoma County Cabernet Sauvignon,750 ml,24,10
84114032409,Kettle,Brand Krinkle Cut Potato Chips,14 Oz,24,10
84114009968,Kettle,Kettle Brand Potato Chips Salt & Vinegar,5 oz,24,10
84114116352,Kettle,Kettle Brand Potato Chips Jalapeno,5 oz,24,10
84114110978,Kettle,Classic Barbeque Krinkle Cut Potato Chips,13oz,24,10
31000196240,Kid Cuisine,Fun Shaped Chicken Breast Nuggets,8 oz,24,10
41390000829,Kikkoman,Gluten-Free Soy Sauce,10 fl oz,24,10
41390020704,Kikkoman,Stir Fry Sauce,12.1 oz,24,10
41390000058,Kikkoman,Teriyaki Marinade & Sauce,10 fl oz,24,10
41390061363,Kikkoman,Pearl Original Organic Soymilk,32 fl oz,24,10
41390000027,Kikkoman,Soy Sauce,10 oz,24,10
41390000034,Kikkoman,Soy Sauce,20 fl oz,24,10
41390001055,Kikkoman,Less Sodium Soy Sauce,10 fl oz,24,10
41390050046,Kikkoman,Panko Japanese Style Bread Crumbs,8 oz,24,10
71012041053,King Arthur Flour,Bread Flour,5 lb,24,10
71100000528,Kitchen Bouquet,Browning & Seasoning Sauce,4 oz (118ml),24,10
34000002467,KitKat,KitKat,42g,24,10
36000373738,Kleenex,White Tissues,85 count,24,10
36000123234,Kleenex,White Tissues,10 Tissues,24,10
36000287905,Kleenex,Viva Paper Towels,2pk,24,10
36000373967,Kleenex,Tissue 4 Bundle Pack (2-ply white tissues),"640 total tissues (4 boxes, each 160 tissues)",24,10
36000212709,Kleenex,Boutique White Facial Tissue,"2-Ply, Pop-Up Box, 95/Box, 36 Boxes/Carton",24,10
41000215179,Knorr,Pasta Sides Smokehouse Bacon Parmesan,113g,24,10
41000022463,Knorr,Pasta Side Chicken,121g,24,10
41000022623,Knorr,Rice Sides Cream Chicken,5.7 oz,24,10
48001703056,Knorr,Hollandaise Sauce,0.9 oz,24,10
48001221291,Knorr,Vegetable Recipe Mix,1.4 oz,24,10
48001252998,Knorr,Roasters,1.02 oz,24,10
41000026072,Knorr,Jalapeno Jack Pasta,4.4 oz,24,10
41000022708,Knorr,Rice Sides Mushroom Flavor,5.5 oz,24,10
48001711280,Knorr,Chicken Flavor Bouillon,15.9 oz (450g),24,10
41000022531,Knorr,Pasta Sides Alfredo,4.4 oz (124g),24,10
43000048689,Knox,Original Gelatine,1 oz,24,10
41773953643,Kodak,AAA 11 Batteries,50g,24,10
43000953730,Kool Aid,Berry Blue Bursts,40.5 fl oz,24,10
43000955673,Kool Aid,Black Cherry Kool Aid,0.13 oz,24,10
43000955277,Kool Aid,Strawberry Kiwi Kool Aid,0.17 oz,24,10
43000955611,Kool Aid,Strawberry Kool Aid,0.14 oz,24,10
43000955444,Kool Aid,Lemon Lime Kool Aid,0.13 oz,24,10
43000955314,Kool Aid,Orange Kool Aid,0.15 oz,24,10
43000956878,Kool Aid,Mixed Berry Kool Aid,0.22 oz,24,10
43000053683,Kool Aid,Watermelon Kool Aid,0.15 oz,24,10
43000055373,Kool Aid,Cherry Limeade Kool Aid,0.16 oz,24,10
43000955635,Kool Aid,Grape Kool Aid,0.14 oz,24,10
43000955628,Kool Aid,Cherry Kool Aid,0.13 oz,24,10
70281000297,Koops' Mustard,Honey Mustard,12 oz,24,10
43000285213,Kraft,Stove Top Chicken Stuffing,170g,24,10
21000028092,Kraft,Macaroni And Cheese,7.25 oz,24,10
21000040056,Kraft,Fresh Take Cheese & Breadcrumb Mix Classic Four Cheese Recipe,6 oz,24,10
21000037278,Kraft,2% Milkfat Lowfat Cottage Cheese,16 oz,24,10
43000010570,Kraft,Shake 'n Bake   Parmesan Crusted,5.75 oz,24,10
21000658831,Kraft,Macaroni & Cheese,7.25 oz,24,10
21000002801,Kraft,Tangy Bacon Catalina,16 oz,24,10
21000028207,Kraft,Honey Mustard Dressing,16 fl oz,24,10
21000612239,Kraft,Philadelphia Original Cream Cheese,8 oz,24,10
21000643615,Kraft,Classic Ranch Dressing,16 fl oz,24,10
21000644711,Kraft,Roka Blue Cheese,16 fl oz,24,10
21000010882,Kraft,Macaroni And Cheese Microwavable,2.05 oz,24,10
21000042562,Kraft,Velveeta Cheesy Skillets Singles Chicken Chili Cheese Mac,9 oz,24,10
21000042555,Kraft,Velveeta Cheesy Skillets Singles Lasagna With Meat Sauce,9 oz,24,10
21000658862,Kraft,Macaroni & Cheese,14 oz,24,10
21000010875,Kraft,Macaroni & Cheese Dinner,2.05 oz,24,10
21000045365,Kraft,Macaroni & Cheese,5.5 oz,24,10
21000026500,Kraft,Miracle Whip Light,30 oz,24,10
21000615315,Kraft,Grated Parmesan Cheese,8 oz,24,10
21000640140,Kraft,Real Mayo,48 fl oz (1.42l),24,10
21000644698,Kraft,Classic Catalina Dressing,16 fl oz (473ml),24,10
43000009444,Kraft,Cool Whip,2.0 oz,24,10
43000289303,Kraft,Double Acting Baking Powder,7 oz (198g),24,10
43000950197,Kraft,Crystal Light Natural Pink Lemonade,1.9 oz,24,10
21000035847,Kraft,Macaroni And Cheese Whole Grain Original Flavor Microwavable,2 oz,24,10
21000024582,Kraft,Cheddar Sharp 2% Milk Finely Shredded,7 oz,24,10
30000021903,Kretschmer,Original Toasted Wheat Germ,12 oz,24,10
41449107905,Krusteaz,Lemon Bars Supreme Mix,19.35 oz,24,10
41449300115,Krusteaz,Natural Honey Cornbread and Muffin mix,15oz 425g,24,10
